Cal_date,Julian_day,cal_mon,BON_in_mon_sp_prop,TDA_in_mon_sp_prop,JDA_in_mon_sp_prop,MCN_in_mon_sp_prop,PRD_in_mon_sp_prop,IHR_in_mon_sp_prop,LMN_in_mon_sp_prop,LGS_in_mon_sp_prop,LWG_in_mon_sp_prop,HELL_in_mon_sp_prop,DWR_in_mon_sp_prop
30-Jun,181,"""07 - JUN",1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00
1-Jul,182,"""08 - JUL",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
2-Jul,183,"""08 - JUL",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
3-Jul,184,"""08 - JUL",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
4-Jul,185,"""08 - JUL",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5-Jul,186,"""08 - JUL",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
6-Jul,187,"""08 - JUL",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
7-Jul,188,"""08 - JUL",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
8-Jul,189,"""08 - JUL",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
9-Jul,190,"""08 - JUL",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
10-Jul,191,"""08 - JUL",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
11-Jul,192,"""08 - JUL",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
12-Jul,193,"""08 - JUL",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
13-Jul,194,"""08 - JUL",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
14-Jul,195,"""08 - JUL",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
15-Jul,196,"""08 - JUL",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
16-Jul,197,"""08 - JUL",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
17-Jul,198,"""08 - JUL",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
18-Jul,199,"""08 - JUL",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
19-Jul,200,"""08 - JUL",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
20-Jul,201,"""08 - JUL",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
21-Jul,202,"""08 - JUL",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
22-Jul,203,"""08 - JUL",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
23-Jul,204,"""08 - JUL",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
24-Jul,205,"""08 - JUL",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
25-Jul,206,"""08 - JUL",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
26-Jul,207,"""08 - JUL",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
27-Jul,208,"""08 - JUL",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
28-Jul,209,"""08 - JUL",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
29-Jul,210,"""08 - JUL",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
30-Jul,211,"""08 - JUL",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
31-Jul,212,"""08 - JUL",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
1-Aug,213,"""09 - AU1",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
2-Aug,214,"""09 - AU1",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
3-Aug,215,"""09 - AU1",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
4-Aug,216,"""09 - AU1",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5-Aug,217,"""09 - AU1",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
6-Aug,218,"""09 - AU1",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
7-Aug,219,"""09 - AU1",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
8-Aug,220,"""09 - AU1",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
9-Aug,221,"""09 - AU1",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
10-Aug,222,"""09 - AU1",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
11-Aug,223,"""09 - AU1",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
12-Aug,224,"""09 - AU1",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
13-Aug,225,"""09 - AU1",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
14-Aug,226,"""09 - AU1",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
15-Aug,227,"""09 - AU1",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
16-Aug,228,"""10 - AU2",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
17-Aug,229,"""10 - AU2",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
18-Aug,230,"""10 - AU2",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
19-Aug,231,"""10 - AU2",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
20-Aug,232,"""10 - AU2",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
21-Aug,233,"""10 - AU2",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
22-Aug,234,"""10 - AU2",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
23-Aug,235,"""10 - AU2",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
24-Aug,236,"""10 - AU2",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
25-Aug,237,"""10 - AU2",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
26-Aug,238,"""10 - AU2",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
27-Aug,239,"""10 - AU2",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
28-Aug,240,"""10 - AU2",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
29-Aug,241,"""10 - AU2",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
30-Aug,242,"""10 - AU2",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
31-Aug,243,"""10 - AU2",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
1-Sep,244,"""11 - SEP",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
2-Sep,245,"""11 - SEP",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
3-Sep,246,"""11 - SEP",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
4-Sep,247,"""11 - SEP",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5-Sep,248,"""11 - SEP",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
6-Sep,249,"""11 - SEP",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
7-Sep,250,"""11 - SEP",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
8-Sep,251,"""11 - SEP",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
9-Sep,252,"""11 - SEP",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
10-Sep,253,"""11 - SEP",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
11-Sep,254,"""11 - SEP",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
12-Sep,255,"""11 - SEP",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
13-Sep,256,"""11 - SEP",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
14-Sep,257,"""11 - SEP",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
15-Sep,258,"""11 - SEP",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
16-Sep,259,"""11 - SEP",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
17-Sep,260,"""11 - SEP",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
18-Sep,261,"""11 - SEP",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
19-Sep,262,"""11 - SEP",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
20-Sep,263,"""11 - SEP",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
21-Sep,264,"""11 - SEP",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
22-Sep,265,"""11 - SEP",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
23-Sep,266,"""11 - SEP",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
24-Sep,267,"""11 - SEP",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
25-Sep,268,"""11 - SEP",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
26-Sep,269,"""11 - SEP",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
27-Sep,270,"""11 - SEP",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
28-Sep,271,"""11 - SEP",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
29-Sep,272,"""11 - SEP",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
30-Sep,273,"""11 - SEP",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
1-Oct,274,"""12 - OCT",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
2-Oct,275,"""12 - OCT",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
3-Oct,276,"""12 - OCT",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
4-Oct,277,"""12 - OCT",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5-Oct,278,"""12 - OCT",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
6-Oct,279,"""12 - OCT",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
7-Oct,280,"""12 - OCT",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
8-Oct,281,"""12 - OCT",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
9-Oct,282,"""12 - OCT",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
10-Oct,283,"""12 - OCT",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
11-Oct,284,"""12 - OCT",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
12-Oct,285,"""12 - OCT",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
13-Oct,286,"""12 - OCT",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
14-Oct,287,"""12 - OCT",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
15-Oct,288,"""12 - OCT",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
16-Oct,289,"""12 - OCT",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
17-Oct,290,"""12 - OCT",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
18-Oct,291,"""12 - OCT",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
19-Oct,292,"""12 - OCT",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
20-Oct,293,"""12 - OCT",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
21-Oct,294,"""12 - OCT",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
22-Oct,295,"""12 - OCT",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
23-Oct,296,"""12 - OCT",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
24-Oct,297,"""12 - OCT",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
25-Oct,298,"""12 - OCT",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
26-Oct,299,"""12 - OCT",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
27-Oct,300,"""12 - OCT",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
28-Oct,301,"""12 - OCT",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
29-Oct,302,"""12 - OCT",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
30-Oct,303,"""12 - OCT",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
31-Oct,304,"""12 - OCT",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
1-Nov,305,"""13 - NOV",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
2-Nov,306,"""13 - NOV",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
3-Nov,307,"""13 - NOV",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
4-Nov,308,"""13 - NOV",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5-Nov,309,"""13 - NOV",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
6-Nov,310,"""13 - NOV",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
7-Nov,311,"""13 - NOV",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
8-Nov,312,"""13 - NOV",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
9-Nov,313,"""13 - NOV",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
10-Nov,314,"""13 - NOV",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
11-Nov,315,"""13 - NOV",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
12-Nov,316,"""13 - NOV",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
13-Nov,317,"""13 - NOV",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
14-Nov,318,"""13 - NOV",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
15-Nov,319,"""13 - NOV",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
16-Nov,320,"""13 - NOV",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
17-Nov,321,"""13 - NOV",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
18-Nov,322,"""13 - NOV",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
19-Nov,323,"""13 - NOV",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
20-Nov,324,"""13 - NOV",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
21-Nov,325,"""13 - NOV",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
22-Nov,326,"""13 - NOV",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
23-Nov,327,"""13 - NOV",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
24-Nov,328,"""13 - NOV",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
25-Nov,329,"""13 - NOV",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
26-Nov,330,"""13 - NOV",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
27-Nov,331,"""13 - NOV",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
28-Nov,332,"""13 - NOV",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
29-Nov,333,"""13 - NOV",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
30-Nov,334,"""13 - NOV",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
1-Dec,335,"""14 - DEC",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
2-Dec,336,"""14 - DEC",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
3-Dec,337,"""14 - DEC",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
4-Dec,338,"""14 - DEC",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5-Dec,339,"""14 - DEC",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
6-Dec,340,"""14 - DEC",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
7-Dec,341,"""14 - DEC",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
8-Dec,342,"""14 - DEC",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
9-Dec,343,"""14 - DEC",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
10-Dec,344,"""14 - DEC",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
11-Dec,345,"""14 - DEC",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
12-Dec,346,"""14 - DEC",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
13-Dec,347,"""14 - DEC",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
14-Dec,348,"""14 - DEC",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
15-Dec,349,"""14 - DEC",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
16-Dec,350,"""14 - DEC",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
17-Dec,351,"""14 - DEC",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
18-Dec,352,"""14 - DEC",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
19-Dec,353,"""14 - DEC",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
20-Dec,354,"""14 - DEC",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
21-Dec,355,"""14 - DEC",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
22-Dec,356,"""14 - DEC",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
23-Dec,357,"""14 - DEC",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
24-Dec,358,"""14 - DEC",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
25-Dec,359,"""14 - DEC",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
26-Dec,360,"""14 - DEC",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
27-Dec,361,"""14 - DEC",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
28-Dec,362,"""14 - DEC",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
29-Dec,363,"""14 - DEC",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
30-Dec,364,"""14 - DEC",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
31-Dec,365,"""14 - DEC",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
,,,,,,,,,,,,,
,,,,,,,,,,,,,



